ICAO,CIAD,Aeródromo,Cidade,UF,Alerta,NOTAM,STATUS
SBJP,PB0001,PRESIDENTE CASTRO PINTO,JOÃO PESSOA,PB,,"[{'badge_info': 'B0312/19', 'titulo': ' N 08/03/2019 19:48', 'msg': 'RWY 16/34 CLSD DEVIDO SER MAINT ', 'texto2': '31/03/19 09:00 a 30/05/19 15:00 UTC'}, {'badge_info': 'Z2183/18', 'titulo': ' R Z3788/17 19/12/2018 23:13', 'msg': 'RWY 16 ULTIMOS 90M CLSD PARA LDG/TKOF E RWY 34 ULTIMOS 90M CLSD PARA LDG/TKOF  DEVIDO PROVIMENTO DE RESAREF: AIP MAP ADC       AIP BRASIL AD 2      ROTAER 3-J ', 'texto2': '19/12/18 23:13 a PERM'}, {'badge_info': 'Z2182/18', 'titulo': ' R Z3789/17 19/12/2018 23:12', 'msg': 'DIST DECLARADAS RWY 16/34 MODIFICADAS DEVIDO IMPLANTACAO DE RESA          TORA  TODA  ASDA  LDARWY 16  2425   2515  2425  2425RWY 34  2425   2515  2425  2425REF: AIP MAP ADC       AIP BRASIL AD 2 ', 'texto2': '19/12/18 23:12 a PERM'}, {'badge_info': 'Z1981/18', 'titulo': ' N 08/11/2018 01:19', 'msg': 'SID RETIRADO NO QUADRO DE RMK AS INFO DE MNM PARA DEP. REF:  AIP MAP SID RNAV GELEP 1A - KOTIR 1A RWY 16 ', 'texto2': '08/11/18 01:19 a PERM'}, {'badge_info': 'Z3799/17', 'titulo': ' N 01/11/2017 12:45', 'msg': 'MET CMA (1 A 9) OPR NA MODALIDADE DE AUTOATENDIMENTORMK: DUVIDAS SOBRE A UTILIZACAO DO PORTAL WWW.REDEMET.AER.MIL.BR E DEMAIS INFO CONSULTAR O CENTRO METEOROLOGICO DE VIGILANCIA DE RECIFE TEL:(81)2129-8094 (81)2129-8093REF: ROTAER 3-J ', 'texto2': '01/11/17 12:42 a PERM'}]",OK
SBJR,RJ0005,JACAREPAGUA-ROBERTO MARINHO,RIO DE JANEIRO,RJ,,"[{'badge_info': 'Z0162/19', 'titulo': ' R Z2494/17 01/03/2019 09:48', 'msg': 'RWY 02/20 DESIGNATIVO CORRIGIDO PARA RWY 03/21REF: AIP MAP ADC, VAC ', 'texto2': '01/03/19 09:48 a PERM'}, {'badge_info': 'D0283/19', 'titulo': ' R D2040/18 27/02/2019 23:36', 'msg': 'PJE SUBJ AUTH/COOR APP RIO/TWR JACAREPAGUA ACONTECERA BTN COORD230002S/0432448W,  230002S/0432443W, 230028S/0432445W, 230028S/0432441W(BARRA DA TIJUCA, RJ) RTO ', 'texto2': 'SFC'}, {'badge_info': 'D0093/19', 'titulo': ' N 23/01/2019 18:28', 'msg': 'PJE SUBJ AUTH/COOR APP RIO/TWR JACAREPAGUA ACONTECERA CENTRO COORD 230046S/0432310W (BARRA DA TIJUCA, RJ) RAIO 300M RTO ', 'texto2': 'SFC'}]",OK
SBJU,CE0002,Orlando Bezerra de Menezes,JUAZEIRO DO NORTE,CE,,"[{'badge_info': 'B0431/19', 'titulo': ' N 11/04/2019 20:04', 'msg': 'PAPI RWY 13 U/S ', 'texto2': '11/04/19 20:04 a 11/05/19 20:00 UTC'}, {'badge_info': 'B0387/19', 'titulo': ' N 29/03/2019 15:20', 'msg': 'TWY CHARLIE CLSD DEVIDO DESAGREGACAO DO PAVIMENTO ', 'texto2': '29/03/19 15:20 a 28/04/19 23:59 UTC'}, {'badge_info': 'Z0232/19', 'titulo': ' N 18/03/2019 17:57', 'msg': 'RESISTENCIA PISO RWY 13/31 MODIFICADO PCN PARA 45/F/A/X/TREF: ADC ', 'texto2': '18/03/19 17:57 a PERM'}, {'badge_info': 'Z0227/19', 'titulo': ' N 18/03/2019 14:22', 'msg': 'AD CARACTERISTICAS FISICAS CORRIGIDAS PARA:1-  ELEV 409M2- COORD 071309S/0391610WREF: AIP MAP ADCENR 6 ENRC L3/H3 ', 'texto2': '25/03/19 12:17 a PERM'}, {'badge_info': 'B0273/19', 'titulo': ' R B1795/18 28/02/2019 20:13', 'msg': 'PARAPENTE ACONTECERA COORD 071012.82S/0391907.33W, 071024.76S/0391924.46W,071044.96S/0391928.28W, 071048.29S/0391851.26W, 071046.62S/0391849.97W RTO ', 'texto2': 'GND'}, {'badge_info': 'B0207/19', 'titulo': ' N 18/02/2019 00:25', 'msg': 'NDB JZR 205MHZ U/S ', 'texto2': '18/02/19 00:25 a 19/05/19 23:59 UTC'}, {'badge_info': 'Z0004/18', 'titulo': ' N 03/01/2018 14:17', 'msg': 'OBST MONTADO LGTD VIOLANDO O PLANO BASICO DE ZONA DE PROTECAO DO AD:1- (ANTENA)COORD 071402,59S/0391651,08W, ALT 455,18M2- (ANTENA)COORD 071440,31S/0391818,88W, ALT 480,43M3- (ANTENA)COORD 071427,67S/0391810,59W, ALT 469,77M4- (ANTENA)COORD 071332,55S/0391740,62W, ALT 474,27M5- (ANTENA)COORD 071324,64S/0391739,90W, ALT 490,07M6- (ANTENA)COORD 071338,46S/0391918,45W, ALT 506,91M7- (ANTENA)COORD 071250,76S/0391852,48W, ALT 463,05M8- (IGREJA)COORD 071250,87S/0391849,90W, ALT 456,68M9- (PREDIO)COORD 071327,88S/0391922,94W, ALT 512,37MROTAER 3-J ', 'texto2': '03/01/18 14:18 a PERM'}]",OK
SBJV,SC0005,LAURO CARNEIRO DE LOYOLA,JOINVILLE,SC,,"[{'badge_info': 'E0544/19', 'titulo': ' R E0152/19 22/03/2019 20:18', 'msg': 'VOR (DVOR) JNV 115.10MHZ U/S ', 'texto2': '22/03/19 20:18 a 21/05/19 20:00 UTC'}, {'badge_info': 'E0542/19', 'titulo': ' N 22/03/2019 20:15', 'msg': 'DME JNV CH98X U/S ', 'texto2': '22/03/19 20:15 a 21/05/19 20:00 UTC'}, {'badge_info': 'E0130/19', 'titulo': ' N 24/01/2019 13:30', 'msg': 'MET CMA (1 A 9) HR SER:1- JAN 24/25 1330-01302- JAN 25/26 TIL JAN 31/FEB 01 0745-01303- FEB 01/02 TIL 15/16 0730-01154- FEB 16/17 0730-02155- FEB 17/18 TIL APR 29/30 0830-0215 ', 'texto2': '24/01/19 13:30 a 30/04/19 23:59 UTC'}, {'badge_info': 'E0128/19', 'titulo': ' R E2489/18 24/01/2019 13:12', 'msg': 'TWR HR SER:1- JAN 24/25 1312-0130 2- JAN 25/26 TIL JAN 31/FEB 01 0800-01303- FEB 01/02 TIL 15/16 0730-01154- FEB 16/17 0730-02155- FEB 17/18 TIL APR 20/21 0830-0215 ', 'texto2': '24/01/19 13:12 a 21/04/19 23:59 UTC'}, {'badge_info': 'E0126/19', 'titulo': ' N 24/01/2019 12:53', 'msg': 'ATIS FREQ 127.85MHZ INSTLHR SER:- JAN 24/25 1252-0130- JAN 25/26 TIL JAN 31/FEB 01 0800-0130 - FEB 01/02 TIL 15/16 0730-0115- FEB 16/17 0730-0215- FEB 17/18 TIL APR 20/21 0830-0215 ', 'texto2': '24/01/19 12:52 a 21/04/19 02:15 UTC'}, {'badge_info': 'Z2006/18', 'titulo': ' R Z1984/18 08/11/2018 22:03', 'msg': 'SID RETIRADO NO QUADRO DE RMK AS INFO DE MNM PARA DEPREF: AIP MAP SID  AKRUG 1A 1B RWY 15/33NITER1 - TOBE 1OGPON 1A - PAGEV 1A RWY 15/33RNAV AKSEB 1A RWY 15RNAV UMDUK 1A RWY 15 ', 'texto2': '08/11/18 22:03 a PERM'}, {'badge_info': 'Z3945/17', 'titulo': ' R Z3624/17 16/11/2017 12:38', 'msg': 'STAR RNAV EDREX 1A EVPUK 1B BUTKI 1B RWY 33 MODIFICAR NA VISTA EM PLANTA DE EPKUV PARA UMPOVREF.: AIP-MAP ', 'texto2': '16/11/17 12:37 a PERM'}, {'badge_info': 'Z3388/16', 'titulo': ' N 14/09/2016 18:57', 'msg': 'IAP RNAV (RNP) RWY 15 CORRIGIR IDENT PARA IAP RNAV (RNP) Y RWY 15REF: AIP MAP ', 'texto2': '14/09/16 18:57 a PERM'}]",OK
SBKG,PB0003,Presidente João Suassuna,CAMPINA GRANDE,PB,,"[{'badge_info': 'INFOTEMP 1293/2018', 'titulo': '', 'msg': 'PAPI RWY 15 ANGULO NORMAL DE RAMPA 3.00 DEG MEHT 40FT  INSTLREF: AIP MAP ADC ', 'texto1': '- Serviço de combustível gasolina de aviação (AVGAS) não disponível.', 'texto2': 'Duração:'}, {'badge_info': 'N0120 | 21/06/18', 'titulo': 'SERVIÇO DE COMBUSTÍVEL', 'msg': 'PAPI RWY 15 ANGULO NORMAL DE RAMPA 3.00 DEG MEHT 40FT  INSTLREF: AIP MAP ADC ', 'texto1': '- Serviço de combustível gasolina de aviação (AVGAS) não disponível.', 'texto2': '\n  \tPeríodo: De 21 de junho de 2018, 0000 UTC até 20 de junho de 2019, 2359 UTC.\n\tRef: AIP MAP ADC (RPLC NOTAM B0390/18)\n\n'}, {'badge_info': 'Z0223/19', 'titulo': ' R Z1350/18 13/03/2019 23:45', 'msg': 'PAPI RWY 15 ANGULO NORMAL DE RAMPA 3.00 DEG MEHT 40FT  INSTLREF: AIP MAP ADC ', 'texto2': '13/03/19 23:41 a PERM'}, {'badge_info': 'B0265/19', 'titulo': ' N 27/02/2019 13:07', 'msg': 'SER COMBUSTIVEL QUEROSENE HR SER MON TIL SAT H24. SUN O/R 0900-2100 PELOS TEL (83) 99935-8830 OU (83) 98725-3471 (POSTO SAO FRANCISCO) ', 'texto2': '17/03/19 00:00 a 14/06/19 23:59 UTC'}, {'badge_info': 'Z0036/19', 'titulo': ' N 23/01/2019 18:21', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 6  MODIFICADO PARA CAT 5REF.: ADC ', 'texto2': '25/01/19 00:00 a PERM'}, {'badge_info': 'Z1160/17', 'titulo': ' N 13/04/2017 18:35', 'msg': 'ILS GP RWY 15 RETIRADOREF: AIP IAC ILS X OU/OR LOC RWY 15 ', 'texto2': '13/04/17 18:35 a PERM'}, {'badge_info': 'Z4278/16', 'titulo': ' N 16/11/2016 17:57', 'msg': 'IAP ILS X OU/OR LOC RWY 15 RETIRAR A FREQ 125.90 DA CAIXA DEFREQUENCIAREF: AIP MAP ', 'texto2': '16/11/16 17:57 a PERM'}, {'badge_info': 'Z3017/16', 'titulo': ' N 12/08/2016 18:58', 'msg': 'FAIXA DE PISTA (STRIP) RWY 15/33 MODIFICADO PARA 1720MX300MREF: AIP MAP ADC ', 'texto2': '12/08/16 19:00 a PERM'}]",OK
SBKP,SP0003,Viracopos,CAMPINAS,SP,,"[{'badge_info': 'N0010 | 03/01/19', 'titulo': 'PISTA', 'msg': 'VOR CPN 112.00MHZ U/S ', 'texto1': '- Pista 15/33 fechada para serviços de manutenção.\n\n1) Dias e horários:\n\n03, 04, 05, 08, 09, 10, 11, 22, 23, 24, 25, 26 de Janeiro: 0240 - 0630 UTC \n\n19, 20, 21, 22, 23, 26, 27, 28 de Fevereiro: 0340 - 0730 UTC\n\n01, 02, 08, 09, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30 de Março: 0340 - 0730 UTC\n\n16,17, 18, 19, 20, 24, 25, 26 de Abril: 0340 - 0730 UTC\n\n07, 08, 09, 10, 14, 15, 16, 17, 18 de Maio 0340 - 0730 UTC\n\n11, 12, 13, 14, 15, 18, 19, 25, 26 de Junho: 03:40 - 0730 UTC\n\n16, 17,18, 19 de Julho: 0340 - 0730 UTC\n\n06, 07, 08, 09, 14, 15, 16, 20, 21, 22, 23, 24 de Agosto: 0340 - 0730 UTC\n\n03, 04, 05, 06, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28 de Setembro: 0340 - 0730 UTC\n\n09, 10, 11, 15, 16, 17 de Outubro: 0340 - 0730 UTC\n\n22, 23, 24, 25, 26 de Outubro: 0240 - 0630 UTC\n\n26, 27, 28, 29 de Novembro: 0240 - 0630 UTC\n\n04, 05, 06, 10, 11, 12, 13, 14, 17, 18, 19 de Dezembro: 0240 - 0630 UTC', 'texto2': '\n  \tPeríodo: De 03 de janeiro de 2019, 0240 UTC até 19 de dezembro de 2019, 0630 UTC.\n\tRef: AIP AD 2.12\n\n'}, {'badge_info': 'N0013 | 03/01/19', 'titulo': 'PISTAS DE TÁXI', 'msg': 'VOR CPN 112.00MHZ U/S ', 'texto1': '- Pistas de Táxi ALFA, BRAVO, CHARLIE, DELTA, ECHO, FOXTROT, GOLF, HOTEL, INDIA, JULIET, KILO1, KILO2, LIMA1, MIKE, MIKE1, NOVEMBER1, NOVEMBER2, PAPA1, PAPA2, PAPA3, QUEBEC1, QUEBEC2, QUEBEC3 fechadas para serviços de manutenção.\n\n1) Dias e horários:\n\n03, 04, 05, 08, 09 ,10, 11, 22, 23, 24, 25, 26 de Janeiro: 0240 - 0630 UTC\n\n19, 20, 21, 22, 23, 26, 27, 28 de Fevereiro: 0340 - 0730 UTC\n\n01, 02, 08, 09, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30 de Março: 0340 - 0730 UTC\n\n16,17, 18, 19, 20, 24, 25, 26 de Abril: 0340 - 0730 UTC\n\n07, 08, 09, 10, 14, 15, 16, 17, 18 de Maio 0340 - 0730 UTC\n\n11, 12, 13, 14, 15, 18, 19, 25, 26 de Junho: 03:40 - 0730 UTC\n\n16, 17,18, 19 de Julho: 0340 - 0730 UTC\n\n06, 07, 08, 09, 14, 15, 16, 20, 21, 22, 23, 24 de Agosto: 0340 - 0730 UTC\n\n03, 04, 05, 06, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28 de Setembro: 0340 - 0730 UTC\n\n09, 10, 11, 15, 16, 17 de Outubro: 0340 - 0730 UTC\n\n22, 23, 24, 25, 26 de Outubro: 0240 - 0630 UTC\n\n26, 27, 28, 29 de Novembro: 0240 - 0630 UTC\n\n04, 05, 06, 10, 11, 12, 13, 14, 17, 18, 19 de Dezembro: 0240 - 0630 UTC', 'texto2': '\n  \tPeríodo:  De 03 de janeiro de 2019, 0240 UTC até 19 de dezembro de 2019, 0630 UTC.\n\tRef: AIP AD 2.8\n\n'}, {'badge_info': 'N0206 | 07/12/17', 'titulo': 'LUZES DE APROXIMAÇÃO', 'msg': 'VOR CPN 112.00MHZ U/S ', 'texto1': '- PAPI da pista 33, altura mínima dos olhos sobre a cabeceira (MEHT) modificado para 65FT.', 'texto2': '\n  \tPeríodo: De 07 de dezembro de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP AD 2. 14\n\n'}, {'badge_info': 'D0365/19', 'titulo': ' R D2153/18 15/03/2019 19:18', 'msg': 'VOR CPN 112.00MHZ U/S ', 'texto2': '15/03/19 19:18 a 14/05/19 23:59 UTC'}, {'badge_info': 'Z0202/19', 'titulo': ' N 12/03/2019 23:39', 'msg': 'SID OSIPA 1B RWY 15 MODIFICAR O  NDB RCL PELO WPT GERTU NA PLANTA E NA DESCRICAO TEXTUAL DO SEGUIMENTOREF.: AIP -MAP ', 'texto2': '12/03/19 23:39 a PERM'}, {'badge_info': 'Z0201/19', 'titulo': ' N 12/03/2019 23:36', 'msg': 'STAR PUPSI 1B RWY 15STAR PUPSI 1B RWY 33MODIFICAR O NDB RCL PELO WPT GERTU NA PLANTA E NA DESCRICAO TEXTUAL DO SEGUIMENTOREF.:AIP-MAP ', 'texto2': '12/03/19 23:36 a PERM'}, {'badge_info': 'Z0199/19', 'titulo': ' N 12/03/2019 23:20', 'msg': 'SID RNAV ISEVU 1A RWY 33SID RNAV DADGO 1A RWY 33SID RNAV BOCAS 2A RWY 15MODIFICAR O  NDB RCL PARA WPT GERTU NA PLANTAREF.: AIP-MAP ', 'texto2': '12/03/19 23:20 a PERM'}, {'badge_info': 'D0333/19', 'titulo': ' R D0324/19 11/03/2019 20:04', 'msg': 'DME CPN CH57X U/S NA RDL 141 ', 'texto2': '11/03/19 20:04 a 10/05/19 23:59 UTC'}, {'badge_info': 'D0326/19', 'titulo': ' N 07/03/2019 22:59', 'msg': 'OBST MONTADO (GUINDASTE) LGTD 53M (174FT) HGT NAS COORD 230109.77S/0470732.93W (CAMPINAS, SP) ', 'texto2': '14/03/19 00:00 a 16/05/19 23:59 UTC'}, {'badge_info': 'D0311/19', 'titulo': ' R D0297/19 05/03/2019 21:01', 'msg': 'TRANSMISSOMETRO (CENTRAL) RWY 15/33 U/S ', 'texto2': '05/03/19 21:01 a 28/05/19 23:59 UTC'}, {'badge_info': 'Z0159/19', 'titulo': ' R Z0018/19 28/02/2019 14:10', 'msg': 'TWR AUTH DE TFC VIA DATA LINK ACT HR SER 0900-0300REF: AIP-BRASIL  AD 2 ', 'texto2': '26/02/19 17:25 a PERM'}, {'badge_info': 'Z0130/19', 'titulo': ' R Z2085/18 18/02/2019 21:10', 'msg': 'PROC GERENCIAMENTO FLUXO ACT FLT COM DEST A SBKP CONTEMPLADOS PELASRTE PREFERENCIAISE RTE TRANSICAO AORRA VIA UZ10, Z10 E Z32 DEVERAOEFETUAR SEUS PLANEJAMENTOS FLT DE FORMAA EVITAR O TRECHO BTN VORPAI E NDB TBE DENTRO DA JANELA DE ATIVACAO DAS AREAS XAVANTEA(SBR431) E XAVANTE B (SBR421) PREVISTA, MON TIL FRI, DAS 1630 UTCAS 2100 UTC (1530 UTC AS2000 UTC, DURANTE A VIGENCIA DO HORARIOBRASILEIRO DE VERAO - HBV) E AINDA OBS AS RTEALTERNATIVAS PREVISTASPARA ESTE PERIODO ', 'texto2': '18/02/19 21:10 a 18/05/19 23:59 UTC'}, {'badge_info': 'Z0035/19', 'titulo': ' N 23/01/2019 17:00', 'msg': 'RESA THR 15 MODIFICADA DIMENSOES PARA 240MX150MREF: AIP BRASIL AD 2.12     AIP MAP ADC ', 'texto2': '23/01/19 17:00 a PERM'}, {'badge_info': 'Z0033/19', 'titulo': ' N 22/01/2019 18:07', 'msg': 'TWY M1 RETIRADAREF: AIP BRASIL AD 2.8AIP MAP ADC ', 'texto2': '29/01/19 15:36 a PERM'}, {'badge_info': 'Z0032/19', 'titulo': ' N 22/01/2019 17:54', 'msg': 'TWY CARACTERISTICAS MODIFICADAS PARA:TWY FOXPCN 56/F/B/W/TTWY GOLFPCN 56/F/B/W/TTWY HOTELPCN 56/F/B/W/TTWY INDIAPCN 56/F/B/W/TTWY JULIETPCN 56/F/B/W/TREF: AIP BRASIL AD 2.8 ', 'texto2': '22/01/19 17:54 a PERM'}, {'badge_info': 'Z0031/19', 'titulo': ' N 22/01/2019 16:03', 'msg': 'PATIO CARACTERISTICAS FISICAS MODIFICADAS PARA:PATIO 4PCN 56/F/B/W/T E 59/R/B/W/TPATIO 5PCN 56/F/B/W/T E 59/R/B/W/TPATIO 6PCN 81/F/B/W/T E 108/R/B/W/TREF: AIP AD 2.8 ', 'texto2': '22/01/19 16:03 a PERM'}, {'badge_info': 'Z1997/18', 'titulo': ' N 08/11/2018 19:11', 'msg': 'SID RETIRADO NO QUADRO DE RMK AS INFO DE MNM PARA DEPREF: AIP MAP SID  (TODAS) ', 'texto2': '08/11/18 19:11 a PERM'}, {'badge_info': 'Z0713/18', 'titulo': ' N 13/04/2018 12:35', 'msg': 'IAP RNAV (GNSS) Y RWY 33 E     IAP VOR RWY 33: FIXO ISODU CORRIGIR IDENT PARA VUGSA REF: AIP MAP ', 'texto2': '13/04/18 12:36 a PERM'}, {'badge_info': 'Z3944/17', 'titulo': ' N 14/11/2017 19:40', 'msg': 'SID RNAV BOCAS 1A RWY 15 INSERIR TRNS NDB RCL NA VISTA EM PLANTA APOS KP026 VOAR DCT NDB RCLREF: AIP-MAP ', 'texto2': '14/11/17 19:40 a PERM'}, {'badge_info': 'Z2598/17', 'titulo': ' R Z1576/16 27/08/2017 16:01', 'msg': 'NDB IP 300 KHZ RETIRADOREF:   AIP-MAP       IAC ILS T RWY 15       IAC ILS X OU/OR LOC X RWY 15       IAC ILS Y OU/OR LOC Y RWY 15       ENRC L2/H2 ENRC L5/H5 ', 'texto2': '27/08/17 16:05 a PERM'}, {'badge_info': 'Z4457/16', 'titulo': ' N 28/11/2016 16:52', 'msg': 'TMA - EM VIRTUDE DOS REQUISITOS OPERACIONAIS NECESSARIOS PARA ASSTAR E/OU SID NA AREA TERMINAL SAO PAULO, A UTILIZACAO DAS ROTASRNAV 5, SAINDO OU CHEGANDO DO AD SERA DESTINADA EXCLUSIVAMENTEPARA AS AERONAVES HOMOLOGADAS RNAV 1 OU RNP 1REF: AIP BRASIL ENR 3 ', 'texto2': 'FL055'}, {'badge_info': 'Z1538/16', 'titulo': ' N 12/05/2016 17:36', 'msg': 'NDB IB 240KHZ RETIRADOREF: AIP-MAP: SID BCO 1B - VUGER 1B RWY 15, SID UMRIX 1B RWY 33,SID UTGER 1B RWY 33, SID RNAV BCO 1A - VUGER 1A RWY 15, SID RNAVOBDIK 1A RWY 33, STAR ESADA 1B - VUGMU 1B RWY 33, STAR UMRIX 1B RWY15 ', 'texto2': '20/05/16 00:00 a PERM'}, {'badge_info': 'Z1120/16', 'titulo': ' N 30/03/2016 19:35', 'msg': 'IAP VOR RWY 33 CORRIGIR NO PERFIL A ALT MNM DO SEGMENTOINTERMEDIARIO BTN OS FIXOS ISODU E FAF DE 3200FT PARA 3800FTREF: AIP MAP ', 'texto2': '30/03/16 19:35 a PERM'}, {'badge_info': 'Z2996/15', 'titulo': ' N 10/11/2015 19:25', 'msg': 'STAR - ILSOR 1B RWY 33 INSERIR NO FIXO KOVLA LVL MAX FL130REF: AIP MAP ', 'texto2': '12/11/15 02:00 a PERM'}, {'badge_info': 'Z2995/15', 'titulo': ' R Z2992/15 10/11/2015 19:19', 'msg': 'STAR - ILSOR 1B RWY 33 MODIFICAR FIXO OPTUK DE LVL MNM FL120 MAXFL130 PARA LVL MNM FL120REF: AIP MAP ', 'texto2': '12/11/15 02:00 a PERM'}]",OK
SBLE,BA0006,CHAPADA DIAMANTINA,LENÇÓIS,BA,,"[{'badge_info': 'B0239/19', 'titulo': ' R B1802/18 21/02/2019 18:51', 'msg': 'SER COMBUSTIVEL AVGAS E QUEROSENE NEG AVBL ', 'texto2': '21/02/19 18:51 a 20/05/19 21:00 UTC'}]",OK
SBLJ,SC0007,LAGES,LAGES,SC,,"[{'badge_info': 'Z0289/19', 'titulo': ' R Z0234/19 09/04/2019 23:17', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 3 RETIRADOREF: AIP MAP ADC ', 'texto2': '09/04/19 23:17 a PERM'}, {'badge_info': 'E0299/19', 'titulo': ' R E0261/19 13/02/2019 18:44', 'msg': 'AFIS HR SER FEB 13 1844-2000 14 15 1400-2000 FEB 17 1100-1400 FEB 18 TIL MAY 13 MON TIL FRI 1500-2100 SUN 1100-1400 ', 'texto2': '13/02/19 18:44 a 13/05/19 23:59 UTC'}, {'badge_info': 'E0295/19', 'titulo': ' R E0262/19 13/02/2019 17:08', 'msg': 'MET CMA (1 A 4) HR SER FEB 13 1708-2000 14 15 1400-2000 FEB 17 1100-1400 FEB 18 TIL MAY 13 MON TIL FRI 1500-2100 SUN 1100-1400 ', 'texto2': '13/02/19 17:08 a 13/05/19 23:59 UTC'}, {'badge_info': 'Z1966/18', 'titulo': ' N 07/11/2018 21:56', 'msg': 'SID RETIRADO NO QUADRO DE RMK AS INFO DE MNM PARA DEPREF: AIP MAP SID FADA-MACA-RIMACAMA-ROCA ', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z2587/17', 'titulo': ' R Z1669/16 25/08/2017 22:14', 'msg': 'RWY 16/34 CORRIGIR DESIGNATIVO PARA 17/35REF.: AIP MAP ADC              IAC (TODAS)              SID (TODAS) ', 'texto2': '25/08/17 22:14 a PERM'}, {'badge_info': 'Z2212/16', 'titulo': ' R Z2210/16 26/07/2016 17:39', 'msg': 'IAP RNAV (GNSS) RWY 34 E IAP RNAV (GNSS) RWY 16 CORRIGIR NO QUADRODE FREQ A IDENT DOS SER ATS:1- APP MANAUS PARA APP2- TWR EDUARDO GOMES PARA TWRREF: AIP MAP ', 'texto2': '26/07/16 17:40 a PERM'}]",OK
SBLO,PR0026,Governador José Richa,LONDRINA,PR,,"[{'badge_info': 'E0638/19', 'titulo': ' N 05/04/2019 12:27', 'msg': 'SID AKTIT 1A-JAVAN 1A-KOTEG 1A KUDRI 1A PAMUS 1A SIGAR 1A RWY 31 SAIDA KUDRI 1A NEG AVBL ', 'texto2': '05/04/19 12:27 a 01/07/19 23:59 UTC'}, {'badge_info': 'E0339/19', 'titulo': ' R E0006/19 21/02/2019 20:18', 'msg': 'VOR LON 112.40MHZ U/S BTN RDL 285 A 295 ', 'texto2': '21/02/19 20:18 a 21/04/19 23:59 UTC'}, {'badge_info': 'Z1957/18', 'titulo': ' N 07/11/2018 21:23', 'msg': 'SID RETIRADO NO QUADRO DE RMK AS INFO DE MNM PARA DEPREF: AIP MAP:  AKRAP 1B RWY 13RNAV AKRAP 1A RWY 13RNAV EDPUD 1A RWY 31 ', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z1288/18', 'titulo': ' N 23/07/2018 13:22', 'msg': 'NDB LON 365.00KHZ RETIRADOREF: AIP-BRASIL ENR 4.1         ROTAER 3-L         AIP MAP ADC         ENRC L5-H5 ', 'texto2': '23/07/18 13:22 a PERM'}, {'badge_info': 'Z1186/18', 'titulo': ' N 03/07/2018 20:34', 'msg': 'SID AKRAP 1B RWY 13 CORRIGIR (SOMENTE NO IMPRESSO) RMK PARA: - TRNS PAMUS,KOTEG E AKTIT: CURVAR A ESQUERDA APOS AKRAP;- TRNS JAVAN,SIGAR,KUDRI: CURVAR A DIREITA APOS AKRAP. REF: AIP MAP ', 'texto2': '03/07/18 20:26 a PERM'}]",OK
SBLP,BA0037,BOM JESUS DA LAPA,BOM JESUS DA LAPA,BA,,"[{'badge_info': 'N0001 | 03/01/19', 'titulo': 'AUXÍLIO À NAVEGAÇÃO ', 'msg': 'AFIS CLSD ', 'texto1': '-VOR/DME LAP 113.70MHz / CH84X indisponível', 'texto2': '\n  \tPeríodo: De 03 de janeiro de 2019, 0000 UTC até 03 de julho de 2019, 2359 UTC.\n\tRef:  AIP ENR 4.1 (RPLC SUP N102/18)\n\n'}, {'badge_info': 'B0410/19', 'titulo': ' N 05/04/2019 14:56', 'msg': 'AFIS CLSD ', 'texto2': '15/04/19 00:00 a 13/07/19 23:59 UTC'}, {'badge_info': 'B0409/19', 'titulo': ' N 05/04/2019 14:53', 'msg': 'AIS CLSD ', 'texto2': '15/04/19 00:00 a 13/07/19 23:59 UTC'}, {'badge_info': 'B0408/19', 'titulo': ' N 05/04/2019 14:51', 'msg': 'MET CMA (1 A 4) CLSD ', 'texto2': '15/04/19 00:00 a 13/07/19 23:59 UTC'}, {'badge_info': 'Z2470/17', 'titulo': ' R Z0231/16 16/08/2017 15:03', 'msg': 'NDB LAP FREQ 320 KHZ RETIRADOREF: AIP MAP ADC ', 'texto2': '16/08/17 15:03 a PERM'}]",OK
